,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
6971,31,technician,single,unknown,no,no,no,telephone,jun,wed,46,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
6972,50,admin.,married,high.school,no,no,no,cellular,aug,mon,67,6,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
6973,51,housemaid,married,basic.4y,no,no,no,cellular,jul,wed,145,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
6974,31,technician,married,high.school,no,no,no,cellular,aug,tue,87,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
6975,58,entrepreneur,married,university.degree,unknown,no,no,telephone,may,fri,107,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
6976,31,housemaid,divorced,high.school,no,no,no,telephone,jun,thu,57,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
6977,31,admin.,single,university.degree,no,yes,yes,cellular,jul,tue,368,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
6978,32,services,married,high.school,no,no,yes,telephone,may,fri,270,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
6979,45,technician,married,professional.course,no,yes,yes,cellular,aug,fri,215,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
6980,45,admin.,single,high.school,no,yes,no,cellular,may,tue,305,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
6981,30,technician,married,university.degree,no,yes,no,telephone,nov,thu,145,5,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
6982,47,technician,married,professional.course,no,no,no,cellular,nov,thu,93,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
6983,37,unemployed,single,university.degree,no,yes,yes,cellular,nov,tue,95,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
6984,22,admin.,single,high.school,no,yes,no,cellular,jul,tue,107,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
6985,46,admin.,married,high.school,no,no,yes,telephone,jun,fri,492,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
6986,29,self-employed,married,basic.9y,unknown,yes,no,telephone,jul,wed,188,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
6987,37,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,123,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6988,50,unknown,single,unknown,unknown,yes,no,telephone,jun,tue,363,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6989,50,admin.,divorced,university.degree,no,yes,no,telephone,nov,fri,70,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
6990,41,admin.,married,high.school,no,no,yes,telephone,may,mon,863,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6991,33,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,178,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
6992,45,admin.,married,unknown,unknown,no,no,cellular,jul,thu,188,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
6993,43,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,305,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
6994,55,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,334,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6995,31,blue-collar,married,professional.course,no,yes,no,cellular,may,thu,303,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
6996,43,blue-collar,married,basic.4y,unknown,no,no,cellular,may,fri,518,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
6997,32,admin.,married,basic.6y,no,no,no,telephone,may,thu,93,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
6998,34,admin.,married,high.school,no,no,no,cellular,may,tue,295,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
6999,33,technician,married,professional.course,no,yes,no,cellular,jul,wed,144,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
7000,45,management,single,basic.9y,no,yes,no,telephone,jun,thu,237,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7001,28,services,single,high.school,no,no,no,telephone,jun,tue,290,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
7002,35,admin.,married,university.degree,no,no,yes,cellular,aug,wed,65,5,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8540000000000001,5076.2,no
7003,38,technician,single,professional.course,unknown,no,no,telephone,may,wed,114,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
7004,33,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,thu,149,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7005,54,admin.,married,high.school,no,yes,yes,cellular,aug,wed,19,13,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
7006,51,services,married,basic.6y,no,no,no,telephone,may,fri,1340,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
7007,32,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,197,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
7008,58,retired,married,basic.4y,unknown,no,no,cellular,aug,mon,139,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
7009,40,self-employed,married,university.degree,unknown,no,no,telephone,may,mon,63,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
7010,28,student,single,basic.4y,no,no,no,telephone,may,thu,484,8,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
7011,34,admin.,married,university.degree,no,yes,no,cellular,nov,mon,92,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
7012,35,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,tue,134,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
7013,55,technician,married,professional.course,unknown,no,no,cellular,jul,mon,240,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
7014,51,admin.,married,university.degree,no,yes,no,cellular,nov,fri,358,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
7015,30,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,139,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
7016,35,admin.,married,high.school,no,yes,yes,cellular,may,fri,165,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
7017,32,admin.,married,university.degree,no,no,no,telephone,may,fri,178,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
7018,41,admin.,married,university.degree,no,no,no,telephone,aug,fri,51,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
7019,33,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,75,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
7020,30,student,single,university.degree,no,no,no,cellular,apr,thu,200,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
7021,53,technician,married,unknown,no,no,no,telephone,jun,thu,40,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
7022,31,management,single,university.degree,no,no,no,cellular,jul,wed,645,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
7023,26,services,single,university.degree,no,yes,no,cellular,jul,wed,142,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
7024,35,admin.,married,high.school,no,no,no,telephone,jun,thu,193,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7025,45,technician,married,university.degree,no,yes,no,cellular,nov,wed,770,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
7026,54,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,thu,65,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
7027,55,management,married,basic.6y,unknown,yes,no,cellular,may,fri,127,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
7028,59,services,married,high.school,no,no,no,telephone,jun,thu,309,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
7029,49,unknown,unknown,unknown,unknown,yes,yes,cellular,jul,mon,49,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
7030,58,retired,married,basic.4y,no,yes,no,cellular,may,wed,358,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
7031,37,services,married,high.school,no,yes,no,cellular,may,thu,87,2,12,1,success,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
7032,38,admin.,married,university.degree,no,no,no,cellular,aug,fri,173,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
7033,54,technician,married,professional.course,unknown,yes,no,cellular,apr,mon,130,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
7034,32,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,102,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
7035,38,management,married,high.school,no,no,no,cellular,aug,wed,171,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
7036,38,admin.,divorced,university.degree,no,yes,no,telephone,oct,mon,293,3,999,0,nonexistent,-1.1,94.601,-49.5,1.032,4963.6,no
7037,56,blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,thu,360,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
7038,48,blue-collar,married,professional.course,no,no,no,telephone,may,mon,219,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
7039,36,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,430,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
7040,58,admin.,single,professional.course,unknown,no,no,telephone,jun,tue,203,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7041,36,entrepreneur,married,high.school,no,no,yes,cellular,nov,mon,41,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
7042,35,unemployed,married,basic.9y,unknown,unknown,unknown,telephone,jun,wed,60,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
7043,39,blue-collar,married,unknown,unknown,yes,no,cellular,jul,wed,123,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
7044,37,services,single,high.school,no,no,no,telephone,may,wed,139,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
7045,34,admin.,single,university.degree,no,no,no,cellular,may,mon,75,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,no
7046,33,unemployed,married,basic.9y,no,no,no,telephone,jun,fri,11,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
7047,30,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,305,8,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
7048,33,blue-collar,married,basic.9y,no,yes,yes,cellular,may,fri,99,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
7049,59,retired,married,basic.4y,no,yes,no,cellular,aug,mon,67,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
7050,38,technician,married,high.school,no,no,no,cellular,apr,thu,113,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
7051,22,services,single,high.school,no,yes,no,cellular,jul,tue,246,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
7052,76,retired,married,basic.4y,no,no,no,cellular,aug,wed,331,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.879,5076.2,no
7053,28,admin.,single,university.degree,no,no,no,cellular,mar,wed,411,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.548,5099.1,yes
7054,29,blue-collar,married,high.school,no,yes,no,cellular,may,wed,66,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
7055,30,services,married,unknown,no,yes,no,telephone,jun,wed,597,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
7056,30,services,single,high.school,no,no,no,cellular,oct,mon,120,1,999,0,nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5,no
7057,35,self-employed,single,university.degree,no,yes,no,cellular,nov,wed,414,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
7058,29,blue-collar,divorced,basic.9y,no,yes,yes,cellular,may,wed,201,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
7059,41,technician,single,university.degree,unknown,yes,no,telephone,may,fri,59,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
7060,32,technician,married,professional.course,no,no,no,cellular,nov,thu,147,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
7061,34,technician,married,university.degree,no,yes,no,cellular,aug,fri,94,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.825,5076.2,no
7062,32,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,265,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
7063,28,admin.,single,university.degree,no,yes,no,telephone,jun,wed,249,5,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
7064,23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,219,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
7065,38,technician,single,university.degree,no,yes,no,telephone,jun,wed,225,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
7066,35,technician,single,unknown,no,no,no,cellular,may,thu,745,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,yes
7067,34,self-employed,married,university.degree,no,no,no,cellular,aug,thu,78,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,5076.2,no
7068,39,technician,married,professional.course,no,no,yes,cellular,may,thu,831,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
7069,53,blue-collar,married,basic.4y,no,yes,no,telephone,jul,fri,134,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1,no
7070,51,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,77,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,no
7071,51,blue-collar,married,unknown,unknown,no,no,telephone,may,mon,243,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
7072,39,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,283,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
7073,31,blue-collar,single,basic.9y,no,yes,yes,cellular,jun,tue,103,1,3,2,success,-2.9,92.963,-40.8,1.262,5076.2,yes
7074,54,retired,divorced,basic.4y,unknown,no,yes,cellular,jul,tue,189,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
7075,59,management,married,university.degree,no,yes,no,cellular,sep,fri,328,2,3,1,success,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,yes
7076,39,admin.,married,high.school,no,yes,no,telephone,jun,wed,1141,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
7077,59,technician,married,university.degree,no,yes,no,cellular,oct,mon,511,3,999,1,failure,-3.4,92.431,-26.9,0.743,5017.5,yes
7078,56,blue-collar,married,basic.4y,unknown,no,no,cellular,may,thu,373,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
7079,44,services,married,high.school,unknown,unknown,unknown,cellular,jul,thu,84,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
7080,37,technician,single,university.degree,no,yes,no,cellular,apr,mon,6,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
7081,62,housemaid,married,professional.course,no,yes,no,cellular,dec,fri,141,2,999,0,nonexistent,-3.0,92.713,-33.0,0.7140000000000001,5023.5,yes
7082,28,blue-collar,single,university.degree,unknown,no,no,cellular,may,wed,169,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
7083,25,services,married,professional.course,unknown,no,no,telephone,may,thu,125,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
7084,31,technician,single,professional.course,no,yes,no,cellular,apr,mon,21,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
7085,56,blue-collar,married,basic.9y,no,yes,no,cellular,aug,thu,120,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
7086,31,admin.,single,high.school,no,no,no,cellular,apr,thu,706,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,no
7087,35,technician,married,university.degree,no,no,no,telephone,may,wed,86,6,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
7088,44,admin.,married,basic.6y,no,no,no,cellular,jul,wed,70,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
7089,46,admin.,married,high.school,no,no,no,cellular,aug,mon,428,2,999,3,failure,-1.7,94.027,-38.3,0.898,4991.6,no
7090,48,technician,married,university.degree,unknown,no,no,cellular,aug,fri,109,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
7091,33,admin.,divorced,high.school,no,yes,no,cellular,jul,mon,482,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
7092,30,unknown,married,professional.course,no,no,no,cellular,may,mon,399,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,no
7093,44,blue-collar,single,professional.course,no,no,no,cellular,may,mon,104,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,no
7094,46,admin.,married,unknown,unknown,no,no,telephone,may,mon,285,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
7095,56,retired,married,professional.course,no,yes,no,cellular,jul,wed,1066,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
7096,27,self-employed,married,university.degree,no,yes,no,cellular,may,mon,141,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
7097,68,retired,married,high.school,no,yes,no,cellular,oct,tue,88,1,999,2,failure,-3.4,92.431,-26.9,0.7440000000000001,5017.5,no
7098,43,blue-collar,married,basic.6y,no,no,no,cellular,apr,mon,87,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
7099,53,blue-collar,married,basic.4y,unknown,unknown,unknown,cellular,may,mon,63,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
7100,39,management,married,professional.course,no,yes,no,cellular,may,thu,156,1,6,1,success,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
7101,39,technician,married,professional.course,no,yes,yes,cellular,aug,wed,86,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
7102,52,retired,divorced,professional.course,no,no,no,telephone,jul,thu,269,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no
7103,28,services,married,unknown,no,no,no,telephone,jun,mon,220,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
7104,58,entrepreneur,married,basic.4y,no,no,no,cellular,nov,mon,104,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
7105,33,admin.,single,university.degree,no,yes,no,cellular,oct,mon,297,5,999,0,nonexistent,-1.1,94.601,-49.5,1.032,4963.6,yes
7106,33,blue-collar,single,high.school,no,yes,no,cellular,mar,wed,140,10,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6019999999999999,5099.1,no
7107,55,technician,married,university.degree,no,no,no,telephone,may,mon,349,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
7108,46,management,married,university.degree,no,yes,no,cellular,may,thu,293,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
7109,27,management,single,high.school,no,yes,yes,telephone,jun,fri,23,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
7110,30,blue-collar,married,high.school,no,yes,no,cellular,jul,fri,159,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
7111,52,technician,married,high.school,unknown,no,no,telephone,may,fri,467,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
7112,25,services,divorced,high.school,no,yes,no,cellular,jul,wed,158,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
7113,47,self-employed,married,basic.9y,no,yes,no,telephone,apr,tue,226,5,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
7114,42,blue-collar,married,professional.course,no,no,no,cellular,oct,wed,287,1,999,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,yes
7115,29,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,666,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,yes
7116,45,admin.,married,university.degree,no,yes,no,cellular,may,fri,160,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
7117,34,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,156,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
7118,40,technician,single,high.school,no,yes,no,cellular,aug,tue,76,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
7119,35,admin.,divorced,university.degree,no,yes,yes,cellular,apr,mon,121,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
7120,52,blue-collar,married,basic.4y,no,yes,no,cellular,apr,wed,229,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
7121,29,blue-collar,married,basic.9y,no,yes,yes,cellular,may,wed,396,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
7122,53,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,523,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
7123,41,services,single,basic.9y,no,no,no,cellular,nov,thu,146,5,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
7124,30,technician,married,high.school,no,yes,no,telephone,may,tue,354,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
7125,58,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,mon,26,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
7126,33,technician,single,university.degree,no,no,no,cellular,aug,mon,198,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
7127,74,retired,divorced,basic.4y,no,yes,no,cellular,apr,mon,142,2,999,0,nonexistent,-1.8,93.749,-34.6,0.643,5008.7,yes
7128,38,entrepreneur,single,university.degree,no,no,no,cellular,aug,mon,115,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
7129,47,services,married,high.school,unknown,no,no,telephone,jun,fri,33,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
7130,35,admin.,married,university.degree,no,yes,no,cellular,may,fri,348,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
7131,47,self-employed,married,unknown,unknown,yes,no,telephone,may,fri,158,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
7132,43,services,married,high.school,no,no,yes,cellular,aug,tue,79,2,3,2,success,-2.9,92.20100000000001,-31.4,0.838,5076.2,no
7133,39,services,single,high.school,unknown,yes,no,telephone,jun,mon,332,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7134,27,blue-collar,single,basic.4y,no,yes,no,telephone,may,wed,179,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
7135,36,technician,single,university.degree,no,yes,no,telephone,may,thu,163,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
7136,29,services,married,high.school,no,yes,no,cellular,aug,wed,90,2,4,1,success,-2.9,92.20100000000001,-31.4,0.879,5076.2,no
7137,35,unemployed,married,basic.9y,unknown,no,no,telephone,may,fri,471,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
7138,36,blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,195,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
7139,40,management,married,basic.9y,unknown,unknown,unknown,telephone,may,tue,427,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
7140,40,technician,married,basic.9y,no,no,no,telephone,nov,wed,319,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
7141,35,admin.,single,university.degree,no,no,yes,telephone,may,wed,424,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
7142,54,admin.,married,basic.9y,no,no,no,cellular,nov,mon,238,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
7143,42,services,married,high.school,no,no,no,cellular,may,mon,312,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,no
7144,35,admin.,married,university.degree,no,no,no,telephone,may,fri,60,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
7145,47,services,divorced,high.school,no,no,no,telephone,jun,tue,115,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7146,59,entrepreneur,divorced,high.school,unknown,yes,no,telephone,may,wed,173,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
7147,50,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,mon,91,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
7148,32,blue-collar,single,high.school,no,yes,no,cellular,jul,thu,110,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
7149,37,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,may,thu,219,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
7150,31,technician,married,high.school,no,yes,yes,cellular,nov,thu,435,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
7151,54,blue-collar,married,basic.4y,no,yes,yes,cellular,jul,mon,191,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
7152,27,technician,married,university.degree,no,no,yes,telephone,may,fri,215,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
7153,21,student,single,professional.course,no,no,no,telephone,nov,wed,250,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
7154,33,management,married,basic.9y,no,yes,yes,cellular,may,wed,168,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
7155,43,technician,single,university.degree,no,no,no,cellular,jul,thu,109,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,no
7156,32,unknown,married,basic.9y,no,no,no,cellular,aug,thu,390,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
7157,43,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,155,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
7158,29,admin.,single,university.degree,no,no,no,cellular,aug,fri,186,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
7159,42,technician,married,professional.course,unknown,yes,no,telephone,nov,mon,1606,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
