,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
5859,31.0,5.0,1.0,3.0,68.0,348.79,0.06,15.88,21.96,5539.63,0.12,307.76,25,0,4,0,18,17,38,30,9,False
5860,25.0,1.0,1.0,1.0,54.0,244.27,0.22,4.59,53.24,1120.78,0.08,62.27,13,0,4,6,6,17,28,26,1,True
5861,45.0,11.0,1.0,8.0,181.0,969.72,0.03,36.23,26.77,35128.0,0.32,1951.56,33,0,8,2,21,20,112,69,21,False
5862,23.0,5.0,1.0,2.0,57.0,276.9,0.14,6.91,40.09,1912.37,0.09,106.24,21,0,0,0,13,16,40,17,6,True
5863,33.0,5.0,5.0,3.0,84.0,430.86,0.06,15.58,27.65,6714.23,0.14,373.01,21,2,5,0,17,18,51,33,9,False
5864,145.0,10.0,1.0,8.0,296.0,1687.33,0.03,38.29,44.07,64604.29,0.56,3589.13,96,29,13,0,19,33,163,133,19,False
5865,62.0,29.0,29.0,11.0,268.0,1504.74,0.02,49.48,30.41,74453.39,0.5,4136.3,49,0,5,5,25,24,173,95,57,False
5866,19.0,2.0,1.0,2.0,33.0,137.61,0.17,6.0,22.93,825.65,0.05,45.87,14,0,1,1,8,10,18,15,3,False
5867,13.0,2.0,1.0,2.0,50.0,235.02,0.24,4.24,55.47,995.75,0.08,55.32,10,0,1,0,7,19,27,23,3,True
5868,117.0,13.0,1.0,3.0,190.0,923.02,0.05,18.64,49.52,17204.0,0.31,955.78,92,9,14,0,11,18,129,61,25,False
5869,51.0,10.0,7.0,3.0,146.0,730.0,0.03,38.33,19.04,27983.33,0.24,1554.63,41,4,4,0,20,12,100,46,19,False
5870,39.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,False
5871,18.0,2.0,1.0,2.0,30.0,122.62,0.12,8.57,14.31,1051.06,0.04,58.39,13,0,3,0,10,7,18,12,3,True
5872,33.0,7.0,1.0,1.0,67.0,303.08,0.04,23.33,12.99,7071.84,0.1,392.88,21,4,5,1,14,9,37,30,13,True
5873,16.0,1.0,1.0,1.0,49.0,218.51,0.09,11.0,19.86,2403.63,0.07,133.54,11,0,3,0,11,11,27,22,1,False
5874,6.0,3.0,3.0,2.0,15.0,58.6,0.22,4.5,13.02,263.72,0.02,14.65,3,0,1,0,9,6,9,6,5,False
5875,30.0,4.0,1.0,2.0,137.0,636.21,0.04,24.0,26.51,15269.0,0.21,848.28,24,0,4,0,15,10,105,32,5,False
5876,91.0,2.0,1.0,1.0,267.0,1564.08,0.05,20.23,77.31,31645.36,0.52,1758.08,49,20,20,0,15,43,151,116,3,False
5877,16.0,2.0,1.0,1.0,38.0,140.62,0.11,9.33,15.07,1312.42,0.05,72.91,13,0,1,0,7,6,22,16,3,False
5878,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3,2,3,2,1,False
5879,19.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,False
5880,45.0,4.0,1.0,4.0,119.0,637.55,0.06,16.0,39.85,10200.78,0.21,566.71,33,3,5,0,16,25,69,50,7,False
5881,15.0,3.0,1.0,2.0,39.0,173.92,0.13,7.8,22.3,1356.56,0.06,75.36,10,0,3,0,12,10,26,13,5,False
5882,47.0,17.0,17.0,13.0,232.0,1251.02,0.02,40.07,31.22,50122.29,0.42,2784.57,40,0,5,0,19,23,135,97,33,False
5883,108.0,20.0,5.0,18.0,283.0,1762.76,0.03,37.34,47.21,65822.89,0.59,3656.83,85,0,21,0,31,44,177,106,25,False
5884,23.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,13,True
5885,4.0,1.0,1.0,1.0,3.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,3,0,1,False
5886,55.0,4.0,1.0,4.0,73.0,330.22,0.03,32.0,10.32,10567.04,0.11,587.06,19,3,31,0,16,7,45,28,7,True
5887,8.0,2.0,1.0,2.0,26.0,104.0,0.23,4.28,24.31,444.89,0.03,24.72,4,0,2,0,7,9,15,11,3,False
5888,51.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,False
5889,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
5890,10.0,4.0,4.0,4.0,55.0,233.64,0.07,14.08,16.59,3290.37,0.08,182.8,8,0,0,0,13,6,42,13,7,False
5891,29.0,8.0,8.0,3.0,116.0,574.69,0.05,20.63,27.86,11852.91,0.19,658.5,19,6,2,0,15,16,72,44,15,False
5892,4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,0,4,4,5,4,1,False
5893,20.0,5.0,5.0,1.0,45.0,203.56,0.07,15.0,13.57,3053.4,0.07,169.63,15,1,1,0,15,8,29,16,9,False
5894,5.0,1.0,1.0,1.0,19.0,68.11,0.25,4.0,17.03,272.46,0.02,15.14,3,0,0,0,6,6,11,8,1,False
5895,32.0,6.0,4.0,5.0,99.0,503.66,0.07,15.0,33.58,7554.88,0.17,419.72,25,0,5,0,15,19,61,38,11,False
5896,12.0,2.0,1.0,2.0,33.0,142.62,0.2,5.0,28.52,713.12,0.05,39.62,9,0,1,0,8,12,18,15,3,False
5897,7.0,1.0,1.0,1.0,14.0,48.43,0.28,3.6,13.45,174.36,0.02,9.69,4,0,1,0,6,5,8,6,1,False
5898,155.0,11.0,5.0,5.0,267.0,1557.38,0.02,41.02,37.97,63876.98,0.52,3548.72,71,59,23,0,25,32,162,105,21,False
5899,5.0,1.0,1.0,1.0,15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,0,5,6,8,7,1,False
5900,13.0,2.0,1.0,2.0,36.0,155.59,0.15,6.55,23.77,1018.4,0.05,56.58,8,0,3,0,9,11,20,16,3,False
5901,39.0,8.0,8.0,6.0,118.0,665.98,0.09,10.69,62.27,7122.23,0.22,395.68,27,3,7,0,14,36,63,55,15,True
5902,145.0,11.0,1.0,11.0,483.0,2875.88,0.02,49.93,57.6,143593.2,0.96,7977.4,87,4,44,1,19,43,257,226,21,False
5903,13.0,2.0,1.0,2.0,17.0,60.94,0.4,2.5,24.38,152.36,0.02,8.46,10,0,1,0,5,7,10,7,3,False
5904,70.0,7.0,4.0,6.0,182.0,1070.64,0.03,31.91,33.55,34163.18,0.36,1897.95,52,5,11,0,26,33,101,81,13,True
5905,24.0,2.0,1.0,2.0,48.0,214.05,0.24,4.13,51.89,882.97,0.07,49.05,16,2,4,0,6,16,26,22,3,True
5906,101.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,True
5907,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
5908,18.0,3.0,1.0,2.0,43.0,202.12,0.11,9.5,21.28,1920.13,0.07,106.67,14,0,2,0,13,13,24,19,5,False
5909,17.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
5910,42.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,False
5911,256.0,43.0,12.0,26.0,575.0,3876.34,0.03,35.31,109.78,136868.43,1.29,7603.8,159,60,34,1,26,81,355,220,85,True
5912,30.0,3.0,3.0,2.0,90.0,457.87,0.13,7.92,57.81,3626.34,0.15,201.46,19,3,4,0,9,25,46,44,5,False
5913,6.0,1.0,1.0,1.0,20.0,78.14,0.29,3.5,22.33,273.48,0.03,15.19,4,0,0,0,7,8,12,8,1,False
5914,13.0,3.0,3.0,1.0,22.0,83.76,0.11,8.75,9.57,732.92,0.03,40.72,10,0,1,0,10,4,15,7,5,False
5915,59.0,6.0,1.0,6.0,157.0,851.92,0.05,18.37,46.37,15650.15,0.28,869.45,49,2,5,0,16,27,95,62,11,False
5916,16.0,4.0,3.0,4.0,50.0,235.02,0.11,8.8,26.71,2068.19,0.08,114.9,15,0,1,0,11,15,26,24,7,False
5917,27.0,5.0,1.0,4.0,62.0,276.48,0.11,9.35,29.58,2584.07,0.09,143.56,19,0,2,4,9,13,35,27,9,False
5918,18.0,2.0,1.0,2.0,47.0,212.61,0.12,8.25,25.77,1754.01,0.07,97.45,12,0,4,0,11,12,29,18,3,False
5919,5.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,2,0,2,0,1,False
5920,374.0,35.0,12.0,18.0,1160.0,8418.57,0.01,85.02,99.02,715769.77,2.81,39764.99,221,72,70,9,43,110,725,435,59,False
5921,4.0,2.0,1.0,1.0,17.0,58.81,0.16,6.13,9.6,360.21,0.02,20.01,2,0,0,0,7,4,10,7,3,False
5922,6.0,1.0,1.0,1.0,11.0,34.87,0.5,2.0,17.43,69.74,0.01,3.87,3,0,1,0,4,5,6,5,1,False
5923,32.0,5.0,3.0,3.0,97.0,480.56,0.05,18.82,25.53,9044.77,0.16,502.49,27,0,3,0,17,14,66,31,9,False
5924,18.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,False
5925,81.0,5.0,1.0,4.0,85.0,408.63,0.06,15.5,26.36,6333.69,0.14,351.87,29,29,21,0,14,14,54,31,9,False
5926,20.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,13,False
5927,11.0,2.0,1.0,1.0,30.0,129.66,0.17,5.73,22.64,742.59,0.04,41.25,8,0,1,0,9,11,16,14,3,False
5928,36.0,7.0,1.0,4.0,72.0,363.2,0.06,15.6,23.28,5665.86,0.12,314.77,20,6,6,0,18,15,46,26,13,True
5929,4.0,1.0,1.0,1.0,9.0,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2,0,0,0,6,2,7,2,1,False
5930,75.0,10.0,5.0,4.0,226.0,1340.35,0.03,29.33,45.69,39316.83,0.45,2184.27,67,0,8,0,22,39,122,104,19,True
5931,22.0,3.0,1.0,3.0,64.0,304.31,0.09,11.2,27.17,3408.3,0.1,189.35,15,0,4,0,12,15,36,28,5,False
5932,36.0,19.0,19.0,10.0,118.0,567.27,0.05,21.23,26.72,12044.99,0.19,669.17,23,5,3,0,13,15,69,49,37,False
5933,14.0,3.0,1.0,1.0,13.0,41.21,0.33,3.0,13.74,123.63,0.01,6.87,5,2,2,1,6,3,10,3,5,False
5934,137.0,2.0,1.0,2.0,632.0,4207.99,0.05,20.9,201.31,87961.33,1.4,4886.74,99,12,24,0,13,88,349,283,3,False
5935,203.0,17.0,8.0,14.0,683.0,4254.28,0.01,87.0,48.9,370122.64,1.42,20562.37,170,0,31,0,29,46,407,276,31,False
5936,26.0,6.0,3.0,4.0,78.0,390.0,0.06,15.88,24.56,6194.12,0.13,344.12,19,0,5,0,15,17,42,36,11,False
5937,10.0,1.0,1.0,1.0,27.0,93.4,0.17,6.0,15.57,560.43,0.03,31.13,6,0,2,0,6,5,17,10,1,False
5938,129.0,32.0,30.0,24.0,527.0,3404.12,0.02,48.53,70.14,165213.31,1.13,9178.52,85,11,16,15,28,60,319,208,63,False
5939,49.0,6.0,6.0,3.0,171.0,927.89,0.04,25.33,36.63,23506.58,0.31,1305.92,34,0,13,0,19,24,107,64,11,True
5940,76.0,11.0,5.0,6.0,178.0,977.55,0.04,23.17,42.19,22652.19,0.33,1258.45,62,1,11,0,16,29,94,84,21,False
5941,49.0,13.0,12.0,7.0,156.0,806.51,0.04,24.29,33.21,19586.63,0.27,1088.15,35,3,4,5,15,21,88,68,25,False
5942,40.0,1.0,1.0,1.0,181.0,982.15,0.22,4.62,212.8,4533.02,0.33,251.83,37,0,1,0,4,39,91,90,1,False
5943,24.0,11.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,False
5944,52.0,3.0,1.0,3.0,135.0,745.68,0.07,14.52,51.37,10824.4,0.25,601.36,30,10,9,0,15,31,75,60,5,False
5945,74.0,12.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,23,True
5946,54.0,11.0,1.0,6.0,195.0,992.06,0.03,39.27,25.26,38954.7,0.33,2164.15,35,0,17,0,19,15,133,62,21,False
5947,15.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,False
5948,20.0,4.0,4.0,3.0,66.0,338.53,0.1,10.53,32.15,3563.5,0.11,197.97,15,1,2,0,16,19,41,25,7,False
5949,6.0,1.0,1.0,1.0,11.0,38.05,0.25,4.0,9.51,152.21,0.01,8.46,3,0,1,0,8,3,8,3,1,False
5950,36.0,3.0,1.0,2.0,125.0,655.99,0.07,14.04,46.72,9210.11,0.22,511.67,26,2,5,0,13,25,71,54,5,False
5951,16.0,2.0,1.0,2.0,38.0,164.23,0.11,9.0,18.25,1478.1,0.05,82.12,11,0,2,0,12,8,26,12,3,False
5952,30.0,7.0,1.0,2.0,103.0,524.01,0.05,19.56,26.8,10247.28,0.17,569.29,21,2,5,0,16,18,59,44,13,False
5953,5.0,1.0,1.0,1.0,12.0,41.51,0.33,3.0,13.84,124.54,0.01,6.92,3,0,0,0,6,5,7,5,1,False
5954,45.0,8.0,8.0,3.0,203.0,1194.18,0.03,30.03,39.77,35858.47,0.4,1992.14,38,0,6,1,23,36,109,94,15,False
5955,76.0,14.0,1.0,8.0,213.0,1202.14,0.02,42.79,28.09,51441.63,0.4,2857.87,58,0,16,0,26,24,134,79,23,False
5956,75.0,7.0,1.0,7.0,274.0,1611.84,0.04,24.37,66.13,39284.02,0.54,2182.45,67,2,4,0,16,43,143,131,13,False
5957,74.0,6.0,3.0,5.0,292.0,1664.53,0.03,35.94,46.32,59818.99,0.55,3323.28,67,1,3,1,20,32,177,115,11,False
5958,322.0,82.0,21.0,40.0,2113.0,16357.72,0.01,195.0,83.89,3189755.94,5.45,177208.63,295,7,12,6,78,136,1438,680,147,True
5959,13.0,1.0,1.0,1.0,39.0,168.56,0.22,4.58,36.83,771.46,0.06,42.86,8,0,2,0,7,13,22,17,1,False
5960,27.0,9.0,9.0,4.0,95.0,466.15,0.04,26.25,17.76,12236.56,0.16,679.81,17,3,4,0,18,12,60,35,17,False
5961,30.0,11.0,6.0,5.0,136.0,686.04,0.03,31.89,21.51,21879.7,0.23,1215.54,25,0,3,0,19,14,89,47,21,False
5962,53.0,8.0,1.0,4.0,121.0,726.0,0.05,20.74,35.01,15053.82,0.24,836.32,43,4,2,0,30,34,74,47,9,False
5963,4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,0,4,4,5,4,1,False
5964,12.0,2.0,1.0,1.0,49.0,211.77,0.15,6.73,31.46,1425.41,0.07,79.19,8,0,1,0,7,13,24,25,3,False
5965,47.0,5.0,3.0,1.0,121.0,625.56,0.04,24.5,25.53,15326.24,0.21,851.46,36,1,3,2,18,18,72,49,9,True
5966,18.0,2.0,1.0,2.0,16.0,57.36,0.24,4.2,13.66,240.91,0.02,13.38,8,8,2,0,7,5,10,6,3,True
5967,41.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,True
5968,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3,2,3,2,1,False
5969,20.0,1.0,1.0,1.0,63.0,276.72,0.13,7.75,35.71,2144.55,0.09,119.14,11,1,6,0,7,14,32,31,1,False
5970,98.0,19.0,16.0,2.0,249.0,1432.97,0.03,35.61,40.24,51032.11,0.48,2835.12,78,0,9,7,23,31,153,96,37,True
5971,177.0,34.0,24.0,14.0,428.0,2674.11,0.03,38.84,68.85,103861.54,0.89,5770.09,139,7,25,4,23,62,301,224,79,False
5972,68.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
5973,16.0,5.0,1.0,2.0,68.0,288.86,0.04,23.14,12.48,6685.02,0.1,371.39,13,0,1,0,12,7,41,27,9,False
5974,4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,0,5,4,6,4,1,False
5975,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,True
5976,47.0,8.0,7.0,3.0,128.0,685.77,0.08,13.23,51.83,9074.16,0.23,504.12,42,0,2,0,13,28,71,57,15,False
5977,14.0,1.0,1.0,1.0,37.0,159.91,0.35,2.83,56.44,453.08,0.05,25.17,10,0,2,0,5,15,20,17,1,True
5978,213.0,64.0,49.0,25.0,783.0,4846.63,0.01,69.31,69.93,335901.31,1.62,18661.18,179,11,19,2,24,49,500,283,127,False
5979,7.0,1.0,1.0,1.0,21.0,79.95,0.27,3.75,21.32,299.83,0.03,16.66,5,0,0,0,6,8,11,10,1,False
5980,67.0,3.0,1.0,3.0,300.0,1357.07,0.02,66.3,20.47,89973.65,0.45,4998.54,46,0,13,1,13,10,198,102,5,False
5981,15.0,1.0,1.0,1.0,52.0,238.42,0.16,6.3,37.84,1502.03,0.08,83.45,8,0,4,1,9,15,31,21,1,False
5982,6.0,1.0,1.0,1.0,24.0,96.0,0.17,5.83,16.46,560.0,0.03,31.11,4,0,0,0,10,6,17,7,1,False
5983,44.0,4.0,1.0,3.0,123.0,650.1,0.06,15.65,41.53,10175.55,0.22,565.31,29,8,5,0,16,23,78,45,7,False
5984,22.0,4.0,1.0,3.0,74.0,343.65,0.06,16.14,21.27,5551.19,0.11,308.4,17,0,3,0,12,13,39,35,7,False
5985,7.0,2.0,1.0,2.0,34.0,144.43,0.14,7.22,20.0,1043.09,0.05,57.95,4,0,1,0,10,9,21,13,3,False
5986,10.0,2.0,1.0,2.0,43.0,194.51,0.14,7.31,26.62,1421.44,0.06,78.97,7,0,1,0,10,13,24,19,3,False
5987,17.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,False
5988,7.0,1.0,1.0,1.0,14.0,48.43,0.28,3.6,13.45,174.36,0.02,9.69,4,0,1,0,6,5,8,6,1,False
5989,5.0,1.0,1.0,1.0,17.0,60.94,0.4,2.5,24.38,152.36,0.02,8.46,3,0,0,0,5,7,10,7,1,False
5990,139.0,5.0,1.0,5.0,897.0,5893.16,0.03,38.06,154.83,224308.42,1.96,12461.58,98,1,38,0,15,80,491,406,9,True
5991,34.0,2.0,1.0,2.0,79.0,391.38,0.13,7.77,50.35,3042.1,0.13,169.01,18,7,7,0,9,22,41,38,3,False
5992,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3,2,3,2,1,False
5993,58.0,15.0,1.0,12.0,327.0,1899.01,0.02,55.24,34.38,104904.71,0.63,5828.04,50,0,4,2,25,31,190,137,29,False
5994,27.0,9.0,1.0,7.0,128.0,661.75,0.03,30.0,22.06,19852.51,0.22,1102.92,22,0,3,0,18,18,68,60,17,False
5995,74.0,8.0,3.0,3.0,208.0,1148.9,0.02,47.45,24.21,54520.57,0.38,3028.92,49,19,4,0,24,22,121,87,15,True
5996,23.0,5.0,1.0,2.0,55.0,241.58,0.06,17.06,14.16,4121.92,0.08,229.0,17,0,4,0,13,8,34,21,9,False
5997,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,True
5998,4.0,1.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,2,0,0,0,5,3,5,3,1,False
5999,32.0,4.0,1.0,4.0,63.0,306.05,0.06,17.0,18.0,5202.9,0.1,289.05,24,1,4,0,17,12,39,24,7,False
6000,16.0,3.0,1.0,3.0,37.0,157.17,0.13,7.56,20.78,1188.62,0.05,66.03,13,0,2,1,11,8,26,11,5,False
6001,95.0,11.0,10.0,10.0,168.0,938.27,0.05,19.8,47.39,18577.82,0.31,1032.09,59,24,9,1,18,30,102,66,21,True
6002,6.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
6003,10.0,1.0,1.0,1.0,12.0,39.86,0.21,4.67,8.54,186.03,0.01,10.33,4,1,3,0,7,3,8,4,1,False
6004,107.0,45.0,44.0,22.0,558.0,3309.35,0.02,51.57,64.17,170667.98,1.1,9481.55,93,5,4,3,19,42,330,228,89,False
6005,19.0,2.0,1.0,1.0,52.0,244.42,0.17,5.78,42.3,1412.22,0.08,78.46,9,5,3,0,8,18,26,26,3,False
6006,10.0,1.0,1.0,1.0,44.0,193.26,0.2,5.0,38.65,966.31,0.06,53.68,7,0,1,0,7,14,24,20,1,False
6007,17.0,3.0,1.0,1.0,73.0,325.54,0.07,13.8,23.59,4492.43,0.11,249.58,14,1,0,0,12,10,50,23,5,False
6008,25.0,5.0,1.0,3.0,68.0,330.34,0.08,12.59,26.23,4160.25,0.11,231.13,20,0,3,0,13,16,37,31,9,True
6009,14.0,3.0,1.0,3.0,24.0,96.0,0.17,5.79,16.59,555.43,0.03,30.86,10,0,1,1,9,7,15,9,5,True
6010,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
6011,11.0,3.0,1.0,2.0,37.0,169.64,0.18,5.71,29.69,969.39,0.06,53.86,9,0,0,0,10,14,21,16,5,False
6012,4.0,1.0,1.0,1.0,11.0,34.87,0.5,2.0,17.43,69.74,0.01,3.87,2,0,0,0,4,5,6,5,1,False
6013,21.0,2.0,1.0,1.0,53.0,246.12,0.08,12.73,19.34,3132.49,0.08,174.03,11,4,4,0,14,11,33,20,3,False
6014,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
6015,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3,2,3,2,1,False
6016,50.0,5.0,3.0,5.0,138.0,729.39,0.05,18.75,38.9,13675.98,0.24,759.78,35,5,8,0,15,24,78,60,9,False
6017,24.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,True
6018,26.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
6019,126.0,32.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,63,True
6020,46.0,18.0,18.0,14.0,200.0,1134.49,0.05,21.67,52.35,24586.42,0.38,1365.91,39,0,5,0,19,32,127,73,35,False
6021,93.0,7.0,4.0,4.0,258.0,1477.8,0.03,35.84,41.23,52962.57,0.49,2942.36,57,17,15,1,22,31,157,101,13,False
6022,10.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,False
6023,21.0,5.0,5.0,3.0,57.0,271.03,0.08,12.92,20.97,3502.52,0.09,194.58,18,1,0,0,14,13,33,24,9,False
6024,34.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,False
6025,97.0,27.0,25.0,6.0,364.0,2113.88,0.02,48.38,43.7,102258.81,0.7,5681.04,85,3,7,0,24,32,235,129,53,True
6026,12.0,3.0,3.0,1.0,24.0,91.38,0.09,11.25,8.11,1027.99,0.03,57.11,9,0,1,0,10,4,15,9,5,False
6027,13.0,4.0,3.0,2.0,38.0,174.23,0.09,11.2,15.56,1951.36,0.06,108.41,8,0,3,0,14,10,22,16,7,False
6028,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
6029,11.0,2.0,1.0,1.0,27.0,108.0,0.17,6.0,18.0,648.0,0.04,36.0,8,0,1,0,8,8,15,12,3,False
6030,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3,2,3,2,1,False
6031,37.0,6.0,4.0,4.0,84.0,437.59,0.08,12.95,33.78,5667.89,0.15,314.88,28,4,2,0,16,21,50,34,11,False
6032,4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4,2,4,2,1,False
6033,17.0,3.0,1.0,3.0,113.0,496.33,0.05,20.25,24.51,10050.72,0.17,558.37,15,0,0,0,9,12,59,54,5,True
6034,51.0,7.0,4.0,7.0,166.0,959.71,0.09,10.88,88.18,10445.17,0.32,580.29,36,4,7,1,12,43,88,78,13,False
6035,103.0,11.0,5.0,5.0,313.0,1931.19,0.04,28.38,68.05,54807.07,0.64,3044.84,81,8,12,0,22,50,184,129,21,True
6036,36.0,8.0,6.0,3.0,358.0,1942.6,0.02,48.68,39.9,94569.44,0.65,5253.86,32,0,2,0,21,22,256,102,15,False
6037,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
6038,23.0,1.0,1.0,1.0,82.0,417.17,0.1,9.82,42.49,4095.87,0.14,227.55,18,0,5,0,12,22,46,36,1,False
6039,26.0,2.0,1.0,2.0,65.0,336.05,0.1,10.0,33.6,3360.45,0.11,186.69,20,0,4,0,16,20,40,25,3,True
6040,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
6041,7.0,1.0,1.0,1.0,14.0,48.43,0.28,3.6,13.45,174.36,0.02,9.69,4,0,1,0,6,5,8,6,1,False
6042,248.0,58.0,48.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,115,True
6043,20.0,3.0,1.0,2.0,45.0,203.56,0.12,8.08,25.2,1644.14,0.07,91.34,10,4,4,0,10,13,24,21,5,False
6044,29.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,True
6045,32.0,5.0,1.0,5.0,113.0,554.48,0.06,16.67,33.27,9241.31,0.18,513.4,29,0,1,0,12,18,63,50,6,False
6046,45.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,15,False
6047,78.0,1.0,1.0,1.0,274.0,1667.96,0.11,8.87,188.12,14789.29,0.56,821.63,62,0,12,2,8,60,141,133,1,False
6048,96.0,13.0,7.0,7.0,244.0,1347.75,0.05,21.27,63.36,28670.3,0.45,1592.79,68,12,11,0,13,33,136,108,25,False
6049,68.0,5.0,1.0,4.0,309.0,1725.75,0.03,32.04,53.85,55302.55,0.58,3072.36,53,1,8,0,15,32,167,140,9,True
6050,4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,0,4,4,5,4,1,False
6051,44.0,6.0,4.0,3.0,143.0,798.65,0.04,28.5,28.02,22761.51,0.27,1264.53,26,7,7,2,24,24,86,57,11,True
